,title,rating,review
6123, 토르: 러브 앤 썬더 ,4,뻔하고 뻔함 재미도 그다지 없음                         
6124, 어부바 ,1,음..음...음...뭐라 말할지..연기를 발로하려면의..교과서 등록..                         
6125, 헤어질 결심 ,8,영화 연출이 압권그리고 탕웨이는 아름답다                         
6126, 브로커 ,6,"고래에다 히레카츠를 얹은 어색한 시선의 영화, 일본감성의 프레임을 한국으로 바꾸고 나니 해외에선 다 같은 아시아 영화로 보였겠지만 국내 팬들에겐 어색했을듯.                         "
6127, 헤어질 결심 ,4,너무 평범하지만 평범하지않은                         
6128, 닥터 스트레인지: 대혼돈의 멀티버스 ,2,"시 바 어이없네스파이더맨에서는 멀티버스에서 동일 이름을 가진 인물들이 생김새가 제각각이였는데왜 스트레인지에서는 멀티버스에서 동일 인물들이 유전자까지 판박이냐?니들 멀티버스 설정이 개판인거 아니냐?게다가, 각각의 멀티버스에서 동일 인물들의 운명이 다르고 수명도 다른데, 어떻게 동일 시대에 동일한 후손이 존재할 수가 있다는 거지?리 미 럴 빵 꾸 똥 꾸 스토리다.                         "
6129, 토르: 러브 앤 썬더 ,6,"고통도 CG로 그린 듯, B무비를 의도했다면 또 모를까                         "
6130, 탑건: 매버릭 ,10,모든게 완벽하다 꿀잼 그자체                         
6131, 범죄도시 ,8,신고 
6132, 헤어질 결심 ,8,난 반대인듯.. 잉크처럼 살포시 스며들어와 어느새  파도처럼 밀려드는..                         
6133, 토르: 러브 앤 썬더 ,10,난 재밌었는데.. 평점 보고안볼까 했는데 보길 잘했다                         
6134, 토르: 러브 앤 썬더 ,7,왜 그렇게 사람들이 싫어하는지 모르겠다 싫어하는 사람들은 다른 영화였으면 재밌었다고 하겠지만 다른 마블작들이랑 비교되서 그러는듯 전반적으로 재밌음                         
6135, 빅샤크4 : 바다공룡 대모험 ,7,그냥저냥 아이들용이니까요- 그럼된거지 뭐.. ㅎㅎ                         
6136, 토르: 러브 앤 썬더 ,8,"역대 마블히어로 영화중 가장 불쌍한 히어로가 아닌가 싶다..전작 라크라로크가 워낙 역대급으로 뽑혀서 비교당하는건 어쩔수 없고.미국식 유머에 익숙하다면, 의외로? 재미나게 볼 수 있다.(초반 올드스파이스에서 뿜은사람 손??)기억에 남는건 염소 울음 소리.그리고 은근슬쩍 러브가 미워지는 영화.마지막 쿠키씬은 전체 토르 시리즈중 가장 충격적인 내용(가장 큰 복선)이자, 토르 시리즈의 마무리가 얼마 안남았음을 이야기함. 액션은 후반에 기깔나게 뽐힘.초반액션은 쿵푸허슬 보는 느낌. 전반적으로 캡마 정도의 평작.                         "
6137, 마녀(魔女) Part2. The Other One ,7,지루하지 않게 보긴했는데..내용이..ㅠ 3편을 위한 예고편인건가 싶은 결말이..ㅠㅠ                         
6138, 감시자들 ,10,이재밌는 영화가 평점이 형편없네 영화 짱 재밌습니다.                         
6139, 애프터 양 ,8,사랑과 기억의 연관성에 대해 생각해 볼 수 있어서 좋았다                         
6140, 탑건: 매버릭 ,10,신고 
6141, 토르: 러브 앤 썬더 ,2,좀 유치했음 진짜 너무 기대했나봄 나 중간에 졸았다                         
6142, 탑건: 매버릭 ,10,전율 가득한 최고의 영화.극장에서 관람을 절대 추천!                         
6143, 해치지않아 ,10,진짜 존나 웃음 ㅋㅋㅋ 어떻ㄱ게 이렇게 재밌지? ㅋㅋ 미달이 아빠 오랜만에 봐서 좋았슴다                         
6144, 토르: 러브 앤 썬더 ,6,마블이라 기대치가 컸나봐유~~ 아쉽쓰                         
6145, 브로커 ,6,고레에다 히로카즈 감독 특유의 일본 감성을 한국 영화에 잘 살리지 못한 것 같다.                         
6146, 토르: 러브 앤 썬더 ,10,토르의 팬이라면 싫어할 수는 없는 영화                         
6147, 마녀(魔女) Part2. The Other One ,10,사람들이 다 재미없다고 했는데 마녀2 마녀1보다 훨씬 더 더 더 재밌어요 진짜진짜 재밌고 다들 꼭 봤으면 좋겠어요 ㅠㅠ !!  꼭 보세요 다들                         
6148, 세자매 ,10,공감. 그리고 . 되돌아보는  나의 세자매                         
6149, 탑건: 매버릭 ,10,즐거운 시간이었습니다                         
6150, 탑건: 매버릭 ,10,신고 
6151, 탑건: 매버릭 ,10,2022년 최고의 상업영화                         
6152, 헤어질 결심 ,8,천천히 스며들다 정신차려 보면 잠식되는 마무리                         
6153, 무서운 이야기 ,5,영화보다 중간에 끊음 영화가 맥락도 없고 개념고 없고 더 이상 보고싶지 않음                         
6154, 탑건: 매버릭 ,10,와... 요즘 마블도 별로였는데이런게 영화지 탐형 존나 멋지다...                         
6155, 클래식 ,10,아련한 첫사랑의 추억과 어느 한곡 고를수 없을만큼 주옥같은 ost곡들. 영화 시작에 흘러나오는 캐논은 엽기적인 그녀의 마지막 장면과 오버랩되는 것은 나뿐일까?                         
6156, 토르: 러브 앤 썬더 ,6,마블빠들 또 이거 재미없으면 마블의 세계관을 이해 못한거라는 망상으로 쉴드치겠네                         
6157, 토르: 러브 앤 썬더 ,8,잠깐 쉬어가는 토르 시리즈 재밌었다 배우들 연기와 OST 굿굿                         
6158, 토르: 러브 앤 썬더 ,6,박수칠때 떠났어야했다.엔겜 때 성길이형이랑 같이 가지말았어야 됨고귀했던 묠니르도 값어치 떨어지고..                         
6159, 탑건: 매버릭 ,10,OST부터 두근두근근래 영화 중 가장 최고                         
6160, 마녀(魔女) Part2. The Other One ,10,무난하게 재밌었습니다                         
6161, 토르: 러브 앤 썬더 ,2,아베 총격사건 야마나기의 스토리가 더 영화틱스러울 법 함.마블이 무너지고 있는건가....그런 생각 많이남                         
6162, 위대한 침묵 ,1,틀딱 팬무비?영화라는 타이틀이 민망스럽다.                         
6163, 탑건: 매버릭 ,10,내 평생 돈주고 같은영화를 2번이상 관람한건 처음. 그만큼 여운이 깊고 오래가는 영화. Ost 듣기만 해도 가슴이 웅장해짐. 안보면 후회할 영화. 본사람들만이 공유할 수 있는 세상이 존재하는 영화. 안보면 후회함. 기대 안하고 봤는데 내 인생영화되어버림. 톰크루즈는 정말 전설이다. 이 영화 꼭 보세요.                         
6164, 탑건: 매버릭 ,10,정말 재밌습니다. 영화관의 존재이유 확실히 알겠습니다. 돌비극장에사 봤는데 비행기 발진때마다 몸이 밀리는 듯해요                         
6165, 닥터 스트레인지: 대혼돈의 멀티버스 ,2,마블판 이블데드스트레인지로 영화장르를 탈바꿈 해놨네....이러다 3에서는 애쉬빙의할듯....전기톱이나 안들면 다행인가...                         
6166, 헤어질 결심 ,8,혼자서 감상하기 좋은 영화에요. 살짝 지루할 수도 있지만 여러 복선들을 영화에서 찾는 재미도 있고 촬영 장소별로 한국의 아름다운 풍경도 볼 수 있어요!!                         
6167, 헤어질 결심 ,10,나를 붕괴시켜버린 영화..                         
6168, 헤어질 결심 ,10,신고 
6169, 퍼시픽 림: 업라이징 ,2,중국자본이 들어가고 중국홍보하기 바빳던 영화. 1편은 신선했는데 2편은 유치하기짝이 없었음                         
6170, 헤어질 결심 ,10,올해 최고의 영화 .... 여운이 가시지 않네요                         
6171, 어댑테이션 ,9,니콜라스 케이지와 메릴 스트립의 명연기로 날개를 단 찰리 카프만의 천재성                         
6172, 탑건: 매버릭 ,10,최고에요~~~~ㅇㅇ                         
6173, 범죄도시2 ,1,"무대인사 남발하고, 배우의 팬들이 여러번 보거나 예매하고 노쇼로 안보는 등 꼼수로 1260만명까지 올 수 있었던듯.  이 영화는 분에 넘치게 흥행을 하고 있다.  재밌는 영화인건 맞지만, 마동석의 항상 똑같은 연기와 1과 비슷한 연출과 내용.  관객들은(팬들은) 이게 과연 광해와 신과함께를 넘는 작품이 맞는지 생각 좀 해봤으면ㅠ                         "
6174, 토르: 러브 앤 썬더 ,10,Sweet child o' mine                         
6175, 탑건: 매버릭 ,10,신고 
6176, 클레멘타인 ,10,"다이작 '긴급조치 19호' '성냥팔이소녀'와 어깨를 견주는 3대쩐왕!! 숨막히는 감동, 환희,  빅재미까지 선사하는 희대의 멍작                         "
6177, 토르: 러브 앤 썬더 ,6,빌런도 임팩트없고 스토리 손발 오그라들어요ㅜㅜ                         
6178, 간이역 ,8,우연히 봤는데 정말 감동적이고 잔잔하면서도 깊은 여운을 주는 아름다운 스토리네요...                         
6179, 토르: 러브 앤 썬더 ,8,시원 시원한 액션 좋고 그에 어울리는 경쾌한 음악 좋았습니다.                         
6180, 탑건: 매버릭 ,10,신고 
6181, 곡성(哭聲) ,10,스토리 복선 한국공포영화 1티어인듯 처음부터 끝까지 집중하면서 봤다 진짜 재밌음                         
6182, 헤어질 결심 ,10,보고나서 계속 곱씹게되는 영화                         
6183, 토르: 러브 앤 썬더 ,2,내용이 산으로가고 감동따윈 없었음제인을 꼭 죽였야 속이후련했냐?                         
6184, 탑건: 매버릭 ,10,탐형 3편도 출연해줘...                         
6185, 토르: 러브 앤 썬더 ,7,크리스찬 베일이 아니었다면...끔찍했을 것1세대 어벤져스 멤버 토르에 대한 애정으로 본 의리영화                         
6186, 탑건: 매버릭 ,10,남자친구가 보러 가자고 해서 별 생각 없이 본 영화인데.. 생각보다 너무 재밌어서 진짜 시간 가는 줄 모르며 봤어요! 탑건 OST들만 들어도 그 장면들이 떠오르는 기분입니다.                         
6187, 헤어질 결심 ,10,왜 박찬욱인지 다시 한번 알게 해준 작품.... 여운이 다음날까지 남게 함.                         
6188, 헤어질 결심 ,9,보고나서 계속 생각나는 영화.                         
6189, 탑건: 매버릭 ,9,그렇게 시간이 흘렀는데도 향수를 불러일으키는건 물론이고 똑같은 에너지를 느낄 수 있다는건 우리 마음 속에 제대로 착륙했다는 것! 아니 왜 이리 멋진거야 대체!                         
6190, 탑건: 매버릭 ,9,초중반까지는 좀 지루할 수 있지만 마지막 고공액션씬은 아이맥스로 꼭 봐야하는 영화!!                         
6191, 이터널스 ,1,의리로 겨우 봐주는 영화                         
6192, 마녀(魔女) Part2. The Other One ,10,생각보다 몰입도 있고 재미있게 봤어요~ 액션도 좋았고 연출도 괜찮았어요`                         
6193, 닥터 스트레인지 ,10,닥터스트레인지에서만 느낄수 있는 CG뽕의 극치감이 이번 편에서도 살아 있음.. 눈이 즐거운 영화..                         
6194, 애프터 양 ,9,신고 
6195, 헤어질 결심 ,9,"자극과 헤모글로빈, 섹스를 걷어내니 더 선명하게 드러나는 박찬욱의 조형미                         "
6196, 토이 스토리 2 ,8,간혹 보이는 패러디가 웃음을 짓게한다.                         
6197, 비포 선라이즈 ,10,나이에 비해 상당히 조숙한 두 주인공이었다. 그래서 관람객은 한 서른 중반부터 마흔 즈음에 보면 제일 좋을 것 같은 영화. 인생 영화다. 여주인공의 유럽 명화에 나올 것 같은 마스크가 좋았다. 약간 찌질하지만 진솔하고 소년같은 에단 호크도 섹시했다. 삶의 연륜있는 감독의 수작이었다. 꼭 보시기 바람.                         
6198, 터미네이터 ,7,"닭이 먼저냐 계란이 먼저냐, 우선 기계부터 처치하자                         "
6199, 헤어질 결심 ,10,신고 
6200, 토르: 러브 앤 썬더 ,8,음... 좀 유치하긴 하지만 나름 시간 잘가고 재밌게 봤어요.  개그코드가 맞아서 그런듯!                         
6201, 반지의 제왕: 두 개의 탑 ,9,살짝 중간과정이긴 한데 로한이 다함. 기병대 못잃어                         
6202, 마이클 잭슨의 디스 이즈 잇 ,7,"마이클, 지구는 아직도 당신이 그리워                         "
6203, 반지의 제왕: 왕의 귀환 ,10,완벽한 엔딩이어따                         
6204, 토르: 러브 앤 썬더 ,5,토르 영화에서 기대할 수 있는 웅장한 서사와는 거리가 먼 유치한 영화                         
6205, 루카 ,8,애들여화긴 한데 귀여워서 매력적이에요. 이탈리아 풍경이 예쁘게 나오고 보고 나서 파스타가 땡기네요                         
6206, 토르: 러브 앤 썬더 ,8,이정도면 평타 이상은 친거 같은데 국내 마블팬들 눈이 너무 높아 진듯... 여타 영화에 뒤지 않고 지루하지 않게 즐기면서 봤음..                         
6207, 탑건: 매버릭 ,10,리뷰 처음 남겨요.. 코로나이후 레전드 오브레전드 최고네요.. 형제애 국가애 부자애 다나오면서 액션+ 앤딩 + 중간중간 애드립도..완벽하다는 말밖에..                         
6208, 헤어질 결심 ,10,최근 보았던 한국영화중에 제일 좋았다 아름다운 연출과 배우들의 훌륭한 연기 등 정말 잘 만든 영화                         
6209, 데드락: 라스트 리벤지 ,1,계속 뭐 그래서 어쩌라고 왜 라는 생각 밖에 안나는 영화 제대로 된 캐릭터 설명도 없음 내가 유추해야함 이런거에 투자할바엔 유튜브 웹드라마 가 훨씬 잘나오겠다                         
6210, 헤어질 결심 ,10,"드라마 ‘나의 해방일지’가 추앙이라면영화 ‘헤어질 결심’은 붕괴다. 박찬욱 감독은 비극적 미학에 최적화된 감독이라 관객이 미학적 환희를 즐기려면, 그에 따른 미학적?고문을 견뎌야한다.(예를 들면 ‘아가씨’에서 김태리와 김민희의 쾌락적 가무를 보려면, 인물들 간의 배신과 복잡한 감정선을 견뎌야하고, ‘올드보이’에서 딸과 아빠 사이 망각의 사랑을 오롯이 느끼려면, 살인과 그 복잡다단한 근친상간의 궤에 어느정도 동의해야하며, ‘친절한 금자씨’의 자유를 만끽하려면 살인적 과정에 참여해야한다)관객들에게 불친절한 찬욱씨였지만, 넘사의 미장센과 비극적 카타르시스의 낙차는 현존 최고 반열이라 생각한다.                         "
6211, 탑건: 매버릭 ,10,아주~~ 좋아쑤~~!!                         
6212, 토르: 러브 앤 썬더 ,8,신고 
6213, 나잇 & 데이 ,10,톰 크루즈 너무 멋있음유쾌하게 즐길 수 있는 영화!                         
6214, 토르: 러브 앤 썬더 ,10,그냥 영화가 토르 그 자체였다...                         
6215, 토르: 러브 앤 썬더 ,1,역대 최고 마블 실패작인듯... ㅠㅠ 너무 졸려서 자불다가 옆에사람 코코는소리에 깻다..                         
6216, 마녀(魔女) Part2. The Other One ,10,누가 재미없대 ??? 진짜 재밌고든 콱 ;                         
6217, 토르: 러브 앤 썬더 ,10,재미와 감동!! 평이 왜 안 좋은지 모르겠네요.                         
6218, 스타 이즈 본 ,10,"배우 얼굴만 봐도 눈물이나고, 노래만 들어도 눈물이 나는 영화가 생겼다.                         "
6219, 헤어질 결심 ,8,영화 자체가 이해가 어려운 장면이 많이 나오지만 볼만한 정도                         
6220, 탑건: 매버릭 ,10,아주 재밌습니다                         
6221, 탑건: 매버릭 ,9,쟈밌어여                         
6222, 토르: 러브 앤 썬더 ,6,아이들의 한시적 토르 능력                         
6223, 탑건: 매버릭 ,10,N차 관람을 왜 하는지 알겠다                         
6224, 탑건: 매버릭 ,10,4dx로 다시 보고 싶은 영화입니다.                         
6225, 헤어질 결심 ,10,나는 완전히 붕괴돼버렸어요                         
6226, 탑건: 매버릭 ,10,말이 필요없습니다 무조건 보세요                         
6227, 헤어질 결심 ,10,신고 
6228, 쥬라기 월드: 도미니언 ,4,너무너무 아쉬움  마지막인데 뭐임                         
6229, 탑건: 매버릭 ,9,"연출, 스토리, 톰크루즈와 키즈들의 액션은 다 좋았음근데 백인 여자랑 로맨스 그릴려면 제대로 좀;;; 몸 좋고 금발 미녀의 대명사들 두고 말라깽이는 좀;;                         "
6230, 탑건: 매버릭 ,10,이 시국에 탑건 매저릭은 그저 빛입니다..                         
6231, 헤어질 결심 ,10,영화관에서 두번 세번봐도 아깝지 않은 영화였습니다...                         
6232, 탑건: 매버릭 ,10,재미있었습니다 잘 봤어요                         
6233, 토르: 러브 앤 썬더 ,8,마블 영화로만 놓고 보면 수작은 아니지만 그렇다고 졸작도 아닌 수준                         
6234, 박하사탕 ,10,한국 현대사의 트라우마가 한 인간을 파멸시키는 과정                         
6235, 나부야 나부야 ,10,신고 
6236, 이층의 악당 ,8,단조로운 스토리라도 주연 배우의 역량이 얼마나 영화를 재미있게 살릴수 있는지를 보여줌  한석규 배우는 리스펙이다                         
6237, 전설의 땁 ,1,할말도 없고 말하고 싶지도 않는 영화.                         
6238, 문폴 ,4,재밌게 보다가  짱개자본 보는순간 흥미를 잃네요                         
6239, 토르: 러브 앤 썬더 ,6,음.... 마블에 대한 사랑으로 봤어요                         
6240, 탑건: 매버릭 ,10,"번개맨 안 보고, 이거 보길 잘했다. 진짜 2는 미쳤다.                         "
6241, 헤어질 결심 ,6,"쉬운 글을 어렵게, 있어 보이게 쓰는 것이 미덕인 미술계의 텍스트를 영상으로 가져온 영화 같았다. 심오해보이도록, 예술적이게 보이도록의 의도가 다분히 보이는 연출에서 작가주의 과잉을 느꼈음. 헤어질 결심의 박찬욱은 예술을 하려는 결심을 한 듯. 과시하지 않아도 그의 작품에서 느껴졌던 그 만의 세계와 예술성이 그립다.                         "
6242, 헤어질 결심 ,10,박찬욱 감독 최고의 영화멜로에 서스펜스를 넣어서 긴 러닝타임을 잊게 만드는 영화                         
6243, 범죄도시2 ,8,너 납치된거야~~~ 나도 납치해주ㅏ 석구찡                         
6244, 패딩턴 2 ,10,제 인생 영화입니다. 패딩턴 너무 사랑스러워요 ㅠㅠㅠ 왜 눈물까지 나죠...?                         
6245, 탑건: 매버릭 ,10,2022년 올해 최고의 영화                         
6246, 레인 맨 ,10,탐크루즈에 빠지게 된 영화. 잘 생기고 이기적인 남자가 자폐를 가진 형을 보듬을 줄 아는 사람으로 성장해 가는 과정은 언제봐도 가슴 찡하다. 더스틴 호프만의 연기도 최고.                         
6247, 토르: 러브 앤 썬더 ,10,재밌어요 토르가 주인공이 아니라 마이티 토르나 주인공임                         
6248, 니얼굴 ,10,""" 아유, 피곤해요 참... 그놈의, 인기가! "" 이렇게 말하는 은혜씨 작가님을 보며 함께 웃을 수 있어서 좋아요 ^^                         "
6249, 강철비2: 정상회담 ,1,노골적인 반미 반일 친북미화 좌편향 스토리 이걸보고 뭘배울지 기가찰노릇                         
6250, 헤어질 결심 ,10,2회차 관람 헤어질 결심이라는게 이렇게 힘든줄 몰랐다                         
6251, 탑건: 매버릭 ,10,1. 대물림이 없는 노익장이 가능하다니!2. highway to the danzer zone!3. 가와사키 만세!                         
6252, 탑건: 매버릭 ,10,영화관에서 최대한 많이 보기                         
6253, 큐어 ,6,"드라마같은 스릴러, 2022년작 같은 1990년대 작품.                         "
6254, 헤어질 결심 ,10,처음부터 끝까지 모든 것이 톱니바퀴처럼 맞아 떨어지는 짜임새.                         
6255, 미션 투 마스 ,8,드 팔마의 우주탐험. 여러 쟝르에서 저력을 보여주는 분인데 히치콕의 아류로 불린다는게 참 거시기..                         
6256, 마녀(魔女) Part2. The Other One ,10,진짜 너무 재밌고 멋있엉 ㅜㅜㅠ                         
6257, 버즈 라이트이어 ,7,"연출도 우주적 세계관 설정도 다 좋지만 전개가...스토리가 전체적으로 붕뜬 기분, 우주에서처럼                         "
6258, 베르네 부인의 장미정원 ,10,엄마랑 같이 봤는데 너무나 재밌게 봤습니다. 동화속에 갔다 온 기분.... 영상도 좋고 음악도 좋고 내용도...연기도 뭐 하나 빠지지 않습니다. 날 더운데 엄마랑 같이 꼭 보시길...좋아하실 겁니다.                         
6259, 헤어질 결심 ,8,신고 
6260, 페이스 메이커 ,10,"너무 감동적이고, 아름다운 영화입니다. 누군가를 위해 뛰기도 하고 자기자신을 위해 뛰기도 하는 것이 우리의 인생일것 같은데.... 어느것이든 힘들지만 그 순간순간 최선을 다하지 않는 다면 더 후회되고 슬플것 같다는 생각이 들었습니다                         "
6261, 헤어질 결심 ,10,오랜만에 정말 영화 다운 영화를 봤습니다. 여운이 많이 남네요                         
6262, 헤어질 결심 ,10,신고 
6263, 레드 로켓 ,4,강렬하지만 밋밋하다.                         
6264, 헤어질 결심 ,10,신고 
6265, 탑건: 매버릭 ,10,기모띠 3번봄 ㅋㅋㅋ 톰크루즈형사랑해                         
6266, 림 오브 더 월드 ,2,언제부터 우리가 급식들한테 뭘 바랬겠냐?                         
6267, 탑건: 매버릭 ,4,영화자체가 굉장히 뻔함 마지막 전투씬을 제외하곤 감흥을 느끼지 못함                         
6268, 탑건: 매버릭 ,9,재밌다 재밌다 재밌다 재밌다                         
6269, 토르: 러브 앤 썬더 ,1,하..이게 박스오피스 1위라고? 맞아?                         
6270, 헤어질 결심 ,10,"영화적 감상이 무엇인지, 모든 감각을 통해 느낄 수 있도록 일깨워 준 영화.                         "
6271, 헤어질 결심 ,9,두 번 봤어요. 스크린을 압도하는 탕웨이 연기력과 존재감이 새삼 놀랍습니다.                         
6272, 버니드롭 ,9,신고 
6273, 탑건: 매버릭 ,10,앤딩크레딧이 올라와도 일어날 생각이 안든영화..오랜만에 완성도높은 환상적인 영상을 볼수있어 행복했다. 꼭 아이맥스로 보길 추천한다.                         
6274, 레전드 오브 타잔 ,7,제인을 내내 묶어두기만 하다니 액션도 되는 마고 로비 활용을 너무 못한 느낌                         
6275, 탑건: 매버릭 ,9,넘나 재밋는 것....                         
6276, 토르: 러브 앤 썬더 ,1,"뭐지? 왜..왜??? 왜!!!!이런걸 만든거냐 라는 말밖에 안나옴이걸 아이맥스 심야가서 보고와서 잠을 못자다니억울해서 처음 감상평을 남김.80년대 후레쉬맨, 바이오맨 등의 현대버전 같은 느낌이였다 ㅠㅠ마블을 더 이상 볼수있을까 싶다.이터널스와 버금가는 망작                         "
6277, 헤어질 결심 ,10,"매혹적인 미결에 온 맘이 흔들렸고, 현재 관객수 100만 미달에 온 맘이 놀랬다                         "
6278, 토르: 러브 앤 썬더 ,8,마블특유의 웃음포인트 및 영상미도 좋았는데(스포포함)한국형 막장드라마도 아니고 여자주인공이 갑분 ㅇ 이라니…거 너무한거아니오…마블이라서 보긴했는데 슬펐네요… 거기다 악당을 그렇게 말렸는데 막상 소원비는게 그런류였다면 애초에 싸우고 부시고 그럴이유가없어보였음그냥 마지막에 잘설득하고 달랬으면 …어땟나이런 생각이 들정도임…                         
6279, 탑건: 매버릭 ,8,오랜만에 극장에서 느끼는 쾌감 여전히 고운 미모                         
6280, 탑건: 매버릭 ,10,"극장에서 봐야하는 영화. 영화관을 가는 시간, 비용. 이 모든게 아깝지 않았습니다. 여운이 정말 깊게 남았고 빌드업부터 클라이맥스까지 정말 대단한 영화입니다..                         "
6281, 탑건: 매버릭 ,10,예? 안녕하세요 재미있게봣읍니다                         
6282, 토르: 러브 앤 썬더 ,10,너무 재밌구만눈물났구만                         
6283, 듄 ,9,원작을 안 봐서 잘은 모르겠으나 재미있게 보긴 했음 웅장함                         
6284, 특송 ,8,박소담이 연기를 잘함 어린이도 잘함                         
6285, 해적: 도깨비 깃발 ,8,광수가 웃김 ㅋㅋㅋㅋ                         
6286, 인사이드 맨 ,8,진부한 은행털이에 이토록 영리하고 깨끗한 설계라니                         
6287, 킹메이커 ,8,부모님이 잼게 보신듯                         
6288, 이상한 나라의 수학자 ,9,잔잔하고 여운이 남는 영화                         
6289, 쥬라기 월드: 도미니언 ,8,공룡끼리 싸우는거 완전 살벌함                         
6290, 브로커 ,6,사운드가 너무... 별로임                         
6291, 토르: 러브 앤 썬더 ,2,혐한배우영화 왜봄??                         
6292, 토르: 러브 앤 썬더 ,6,그냥 토르팬으로써 볼 만 했습니다. 근데 스토리는 너무 뻔했어요 ㅠㅠ                         
6293, 헤어질 결심 ,9,간만에 여운이 많이 남는 영화였습니다                         
6294, 원더 우먼 1984 ,8,난 좋았음 3편도 같은감독이라 좋을듯그리고 원더우먼과 크리스파인 사이가 너무 좋음ㅠㅠ                         
6295, 큐어 ,7,절규하나 음소거 된 슬픔들이 가득하고놀랄만한 일에도 소리하나 지르지 않는 게 이상한데무엇보다 무서웠던 건 밥 한 그릇 뚝딱하고 식후땡까지 맛있게 마무리한 다카베 형사의 마지막 모습이 제일 서늘했다.                         
6296, 초능력자 ,8,신고 
6297, 탑건: 매버릭 ,10,상업영화가 지향할 정점                         
6298, 범죄도시2 ,8,재밌었어요!                         
6299, 괴시 ,4,한국최초의좀비영화에만 의의를두워야할영화                         
6300, 탑건: 매버릭 ,10,4dx로봤는데 4dx screen으로 또 못봐서 아쉽네요 토르개봉한다고 2주만에 특별관끝난거 개빡치네여 ㅠㅠ 4주정도해주지..                         
6301, 장사리 : 잊혀진 영웅들 ,10,진짜 고맙습니다... 장사리의 영웅들... ㅜㅜ                         
6302, 킬러들의 도시 ,8,킬러스럽지 않은(?) 킬러들 브뤼주 연옥에 쓸쓸히 잠들다.                         
6303, 토르: 러브 앤 썬더 ,5,완성도 최악 토르 시리즈 중 가장 졸작                         
6304, 토르: 러브 앤 썬더 ,1,마블 영화중 가장 최악 미국의 PC가 마블을 다 망쳐놨다.마블이 디즈니 들어가고 나서부터 점점 이런식으로 바뀌는거 같은데 계속 이런 영화로 나오면 기대도 안하고 앞으로 안볼듯                         
6305, 토르: 러브 앤 썬더 ,4,토르를 이렇게 망쳐놓다니요.완전 시트콤인줄 디즈니가 인수하더니 애들용으로 만듬ㅜㅜ                         
6306, 토르: 러브 앤 썬더 ,10,와! 진짜! 재미! 있어요!                         
6307, 토르: 러브 앤 썬더 ,1,너무 실망이 큰 수준.. 뜬금없는 스토리 전개에 그렇다고 액션이 엄청난 것도 아니고 이게 뭔가요? 후속작도 기대되지 않아요. 안볼거임                         
6308, 유감스러운 도시 ,10,ㅋㅋ 전 투사부일체 멤버들 다시 나와서 재밌게 잘봣어요 ㅎ                         
6309, 불도저에 탄 소녀 ,10,진짜 연기 최고입니다 이런 몰입감이                         
6310, 아비정전 ,8,아비는 버려진 아이라는 결핍에 갇혀 살고 못되게 굴지만 많은 여자로부터 사랑 받는 남자다. 그리고 갇혀있는 자신으로부터 자유를 갈망한다. 아비는 결국 발 없는 새였다. 장국영도 그러했다.                         
6311, 이터널스 ,8,잘 보긴 했지만 아쉬움이 남긴 남는다 ㅜㅜ 확 꽂히는 포인트는 없는 느낌 그치만 발판의 느낌이 남                         
6312, 스파이더맨: 노 웨이 홈 ,10,보면서 엉엉 울었음 ㅠㅜㅠ                         
6313, 스펜서 ,10,일대기를 보여주는 게 아닌 어느 일상의 조각을 보여주는 영화지만... 그 작은 조각이 다이애나의 인생을 잘 보여준다                         
6314, 신비한 동물들과 덤블도어의 비밀 ,8,기대만큼 재미있진 않았지만 그래도 재미는 있었음                         
6315, 프리시디오 ,10,숀 코네리의 연기 정말 좋네요                         
6316, 닥터 스트레인지: 대혼돈의 멀티버스 ,9,완다 정말 너무 안타깝고... 동시에 닥스는 정말 팔머를 사랑했구나                         
6317, 헤어질 결심 ,9,영화를 보고나서 하루 하루 지날수록 다시 찾아가는 그 처연한 바닷가                         
6318, 주(咒) ,10,마지막에 스토리에서 고대문자 해석 하잖아요?  후효루 시우마가 뭔뜻인지? 아는사람 답돔 ㅠ                         
6319, 브로커 ,7,대사가 입에 안붙었음. 연기는 지은이가 제일 잘했고. 고감독 작품 중에 제일 튀긴 하고 왜 한국사람 작업하고 싶었는지는 알겠으나 이건 그냥 일본 영화였어도 상관없었을 것.                         
6320, 여름 이야기 ,9,신고 
6321, 클레멘타인 ,1,이건 1점이 아님니다 111점을 주고 싶은 마음임니다                         
6322, 탑건: 매버릭 ,10,신고 
6323, 토르: 러브 앤 썬더 ,1,앞으로 마블 안봄. 몇연벙 당하는거야ㅂㄷㅂㄷ                         
6324, 헤어질 결심 ,10,신고 
6325, 헤어질 결심 ,10,"그간 박찬욱감독의 맛과는 사뭇 다른 맛이지만, 확실히 완성의 깊이가 대단한 영화인 것 같아요~ 여운이 많이 남습니다. 내용도 음악도, 관객수가 많이 들지 않는 것이 조금 의아한 부분이기도 하구. 하나 아쉬운 것은 요즘같이 ott 서비스이 이용이 늘어난 까닭인지는 모르겠으나, 자막보는 일이 습관이 되어서인지, 이제 극장에서 국내영화 자막없이 보려면, 도통 대사가 전달이 되지않는 것이 큰 문제로 느껴집니다. 헤어질결심도 다 좋았는데, 촬영현장의 음향이 어떻길래, 뭔 말인지 참 알아먹기가...ㅠ.ㅠ VOD로 풀리면 다시 봐야겠어요~~~                         "
