,Unnamed: 0,titles,rates,reviews,isit_domestic
6496,6496,헤어질 결심,10,  ,True
6497,6497,돼지의 왕,10, 아아아아우우우우야야야야요요요요        ,True
6498,6498,탑건: 매버릭,10, 액션씬이 너무 재밌었고 특히 술집에서 great balls of fire 부르는 장면이 30년전 장면 생각나서 너무 재밌음        ,False
6499,6499,외계+인 1부,9,저는 볼만한데요 나름 ?        ,True
6500,6500,외계+인 1부,10, 왜 재미가 없죠? 한국 영화로서 엄청 대단한 괴물 영화인데요? 액션 제대로네요. 2부가 기대가    되네요. 너무 많이 바라는 것 아닙니까?        ,True
6501,6501,외계+인 1부,2,보고 차에서 졸음운전했습니다..        ,True
6502,6502,더티 댄싱 - 하바나 나이트,7,바닷가에서 댄스신이 돋보였다 빛나는 쿠바의 바다 디에고는 젊었을때 소년미가 있었네?        ,False
6503,6503,외계+인 1부,2,돈 시간  다 아깝네여 스트레스 받을 수 있습니다.        ,True
6504,6504,마녀(魔女) Part2. The Other One,1,배우들의 어울리지 않은 쎈척 연기에 오금이 저릿했고 액션씬은 마치 인도영화를 보는듯…        ,True
6505,6505,외계+인 1부,10, 너무 재밌게 봤음 재미없다는 평이 있던데 이해 불가        ,True
6506,6506,외계+인 1부,10, 역시...최동훈 무비. 잼있다 ㅋ        ,True
6507,6507,외계+인 1부,1,날 몰로 본거냐 나성인이야   여친한테 혼낫잔아        ,True
6508,6508,외계+인 1부,10, 여름을 시원하게 날릴 영상과 재미가 있습니다        ,True
6509,6509,엘비스,10, 이동진 평론가 평대로.. 폭죽같은 영화다. 바즈루어만의 화려한 연출이 오히려 더 슬프게 다가온다.        ,False
6510,6510,마녀(魔女) Part2. The Other One,6,마녀1을 본사람이고 스토리가 궁금하다면 충분히 볼만함다만 배우들 연기가 꽤나 오글거리고 신경쓰임        ,True
6511,6511,외계+인 1부,10, 망작이라고 혹평하는 애들은 이해력이 딸리거나 망하길 바란 애들임 솔직히 영화관에 가서 볼만하다 보는 재미가 가득한걸 한국에서 만들었는데 이걸 안본다고? 액션+cg 보는 재미로도 영화관 갈 가치 있음        ,True
6512,6512,외계+인 1부,10, 이런게 진짜 영화지 !  재밌게 봤습니다        ,True
6513,6513,외계+인 1부,10, 짱재밌음구성 재미 연기 연출 다 완벽!!!!우리나라 진짜 아이디어 쵝오헐리웃 히어로물이랑 비교도 안됨꼭 보삼!!!!        ,True
6514,6514,외계+인 1부,10, 평점이 낮아서 볼때 실망할 준비했었는데보고나니 왜 평점이 이리 낮은지 이해가 안되네요넘 재밌었어요 다음 영화도 기대가 되네요ㅎ        ,True
6515,6515,외계+인 1부,10, 난 두 번 볼 정도로 ㅈㄴ 재밌었는데 평이 안 좋네 SF처돌이인데 너무 재밌음        ,True
6516,6516,헤어질 결심,10, 나에게는  올해 최고의 영화!        ,True
6517,6517,외계+인 1부,10," 그냥 sf다. 과거 헌재를 오가는부분이 헷깔린다는 분들은 어거지쓰는것으로 보인다. 복장만봐도 어느 시대인지 구별이되고 왜? 어떻게 인물들이 어울리는지도 시간이 지나면 알수있다. 런닝타임도 쑥 지나갔다. 다만 상영전 쉬를 하시라...그냥 sf, 허구라고 생각하고 봤다. 간간히 웃끼는 부분도있고 전 화면에 어색함이없었던것에 평점을 주고싶다. 마블영화가 상식으로, 머리로 정리가되는가? SF는 그냥 그런것이다. 큰 무리없는 영화, 다만 영화속 영웅(캐릭터 생성)을 만드는것도 중요하겠단 생각이든다.        ",True
6518,6518,외계+인 1부,2,전반적으로 지루했습니다 연출도 너무 많아서 그닥이였네요~~        ,True
6519,6519,외계+인 1부,10, 굿 잼있게 관람했습니다        ,True
6520,6520,외계+인 1부,1,"총체적 난국인 영화,,,,감독의 의도를 전혀 알수 없다.정말 이거 조금 저거 조금 다 섞음. 핵노답        ",True
6521,6521,외계+인 1부,10, 넘 재밌게 보았어요…역쉬 믿고 봤어요내년에도 기대합니다        ,True
6522,6522,청년경찰,8,두명 너드 연기 잘봤어요! 시댕 !오랜만임 ㅋㅋ        ,True
6523,6523,탑건: 매버릭,10, 인생 최고의 영화 인듯..        ,False
6524,6524,외계+인 1부,1,진짜 진짜 개노잼 언제 끝나나 기다렸어요        ,True
6525,6525,탑건: 매버릭,10, 상영시간130분 지루할틈이 없었다        ,False
6526,6526,외계+인 1부,10, 기대안하고가면 볼만합니다        ,True
6527,6527,토르: 러브 앤 썬더,10, 흠 저도 어떤 평에 공감하는게 이 영화를 진지하게 다뤘다면 그게 더 재미없었을듯 하네요 토르와 제인의 협동 너무 좋았고 귀엽고 재미있었습니다 한번쯤 보는거 추천드립니다 유치하다는걸로 영화를 이렇게 망쳐놔야 했을까요ㅠㅠ        ,False
6528,6528,그대가 조국,10, 우리나라는 어디로 가고있는가        ,True
6529,6529,외계+인 1부,2,이딴거 개봉할라고 조던필감독의 놉을 한달이나 개봉연기시켜버린거냐. 짜증나죽겠네        ,True
6530,6530,미니언즈2,10, 진짜 이런귀여운 영화가 어디있을까 싶었음.진짜 영화만들어주셔서 감사해요ㅠㅜ        ,False
6531,6531,외계+인 1부,8,재밌는데 왜들그럼ㅋㅋ 상식이 부족한가        ,True
6532,6532,외계+인 1부,10, 평이 낮아서 기대 안 하고 봤는데 정말 재밌습니다. 감독 전작 전우치 재밌게 봤다면 꼭 보세요.        ,True
6533,6533,외계+인 1부,10,  ,True
6534,6534,야차,10, 존잼임 다 멋잇게나옴 마음에들어        ,False
6535,6535,멘,4,"작가주의를 표방한 너무 난해한 연출.. 전하고 싶던 바가 관객에게 닿지 못한다면 좋은 영화라고 할 수 없다, 그 어떤 훌륭한 해석을 갖다 붙인다 하더라도..        ",True
6536,6536,외계+인 1부,10," 난 되게 재밌게 봤는데,, 평점 왜이러지???2부 빨리 나와랑!!!!        ",True
6537,6537,외계+인 1부,2,최동훈 감독님 전작이 너무좋아서 기대를 많이한 탓인지너무 욕심을 많이 내신듯배우들의 연기는 좋은데뭔가 흐름이 안섞이는 느낌장면은 화려하고 진행은빠른데 중간에 지루해서 잠시존듯 합니다시리즈물이라 2가 있지만봐야하나 싶기도 하고 1도미완성으로 끝난 느낌화려한 배우진이 아까운 느낌입니다약간 억지스런 웃음 유도 포인트도군데군데        ,True
6538,6538,너를 죽이고,1,보면안되는 영화 시간아까워요.        ,True
6539,6539,외계+인 1부,10, 너무 꾸르잼 그리고 연기도 개잘함        ,True
6540,6540,좀비파이터,10, 돈만 들였어도 대작감이다        ,True
6541,6541,외계+인 1부,9,재미만 있고만 다들 왜 그러징... 스토리도 배우들 연기도 발전한 CG도 개그요소도 다 좋았음. 다음 이야기도 궁금        ,True
6542,6542,외계+인 1부,9,기대없이 봤는데 생각보다 괜찮았다.  cg도 좋았고 와이어액션도 자연스럽고 좋더라.  개인적으로 닥터 스트레인지보다 훨씬 좋았음.        ,True
6543,6543,외계+인 1부,6,이해을 하면서봐야되는 영화.이젠 단순한게 좋터라구요~        ,True
6544,6544,외계+인 1부,10, 아니 충분히 재미있는 영화입니다 망작아니에요        ,True
6545,6545,당신은 이 글 속에 살아있다,10, 이런 독립이 상업 멜로보다 좋다 나는        ,True
6546,6546,외계+인 1부,7,류준열 캐릭터는 매력이 있었는데요..다른 배우들의 연기는 좋았지만 캐릭터가 흥미롭지 않았던것 같아요... 내용이 조금 아쉬웠습니다.        ,True
6547,6547,외계+인 1부,4,그냥 김윤석 배우 생각만 나게 했던 영화넷플릭스로 승리호 처럼 도전하는 영화같음        ,True
6548,6548,외계+인 1부,10, 저는 재밌었습니다! 2부 나오면 볼 예정입니다        ,True
6549,6549,외계+인 1부,2,이건..뭐 디워보다 심하네        ,True
6550,6550,퍼펙트 케어,4,용두사미 그 자체. 어이없는 결말        ,True
6551,6551,탑건: 매버릭,10, 쌋다쌋다쌋다쌋다쌋다        ,False
6552,6552,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,6,보러갔는데 가오레칩은 못받았네요 하지만 가오레 칩 받으러 갔어도 영화는 재밌었어요        ,False
6553,6553,귀문,6,반전은 좋으나 그걸 풀어내는 스토리텔링 역량이 너무 현저하게 떨어짐        ,True
6554,6554,외계+인 1부,2,이건 분명 감독이 옆구리에 총구겨눠진상태로 만든게 틀림없다.. 액션영환데 30평생 처음 꿀잠잤다..        ,True
6555,6555,외계+인 1부,10, 개재밌는데 평점 이렇게 낮을 준 몰랐다        ,True
6556,6556,토르: 러브 앤 썬더,7,"라그나로 만큼, 타이카 와이티티 만큼        ",False
6557,6557,외계+인 1부,10," 와 정말 우리나라 영화 짱이예요.최고최고입니다.시간가는줄 모르고 푹 빠져서 봤네요.감독님,배우님들 정말 최고인듯2편나올때까지 언제 기달려요 ㅠㅠ 정말 잼있게 봤어요        ",True
6558,6558,외계+인 1부,10, 재밌었습니다. 강추!        ,True
6559,6559,미니언즈2,10, 추천. 너무귀여워 미니언즈ㅜㅠ        ,False
6560,6560,외계+인 1부,10, 지금 보고 나왔는데 저는 재밌게 봤습니다! 소문났으면 좋겠어요! 공감순 평점이 엄청 별로여서 취소할까 했었는데 돈아깝지않게 봤어요! 추천합니다!        ,True
6561,6561,범죄도시2,10, 장이수라는  캐릭터를 이렇게 다시 보게 된것도  그리고 너무 이수 캐릭터를 완벽하게 소화하신  박지환 배우님 ㅜㅠ  루즈하지않고  너무 재밌었어요 ㅎㅎ!        ,True
6562,6562,스타 이즈 본,10, 저는 남자인데요 펑펑 울었습니다레이디가가 짱        ,True
6563,6563,탑건: 매버릭,10, 인생영화 입니다파일럿들이너무 멋있습니다        ,False
6564,6564,탑건: 매버릭,10, 올해 최고의 영화..!        ,False
6565,6565,미니언즈2,10, 미니언즈 3 나왔으면좋겠당        ,False
6566,6566,헤어질 결심,8,주인공들의 심리를 잘표현했고 상당히 매력적인 모습들이 나옵니다        ,True
6567,6567,토르: 러브 앤 썬더,2,기대치도 낮췄는데..훨씬 더 재미없었다        ,False
6568,6568,외계+인 1부,1,진짜 내용 기억하나도 안나고재미도없어 와..  뭐냐?        ,True
6569,6569,토르: 러브 앤 썬더,10, 한국인인데 성별이 남자인 분들만 유독 불만이 많은느낌~ ㅋㅋ        ,False
6570,6570,외계+인 1부,10,  ,True
6571,6571,명탐정 코난: 할로윈의 신부,10, 하기와라 너무멋있고 안기준불쌍혀        ,False
6572,6572,범죄도시2,10, 너무 영화는잘봤지만 실제사건이란걸 우리잊어선안됩니다 아직 돌아오지못한 피해자가 있더라구요.. ㅜㅜ 너무 가슴아픈 사건이네요        ,True
6573,6573,헤어질 결심,10, 여운 때문에 또 보고 싶어지는 영화        ,True
6574,6574,외계+인 1부,10, 평점이 생각보다 낮던데 저희 가족은 재밌게 봤습니다        ,True
6575,6575,미니언즈2,10, 너무웃김사랑스러움        ,False
6576,6576,외계+인 1부,10, 난 재밌던데...아차하면 정신만 없었을수도있었을것같은데 잘 풀어낸것같아요 막 빵빵터지는 개그들은 아니지만 일부러 웃기려는것도아니었던것같고 그냥 유쾌하고 볼만한 영화였습니다!        ,True
6577,6577,외계+인 1부,8,"나쁘지는 않았다. 다만 이정도 cg에, 배우들 말모 연기력 그리고 그 그 바로 그! 최동훈 감독이라면 분명 정말 더 재미있게 만들 수있었을텐데… 왜…??? 라는 의문점이 낮은 평점들의 이유같다.        ",True
6578,6578,범죄도시2,9,장이수 진짜 매력적이다 주인공임        ,True
6579,6579,외계+인 1부,10, 평점 왜 낮게쓰시는거죠...평점보고 안볼뻔했는데 진짜 보길 잘했다는 생각들어요 너무재밌었어요 !!한국에서 이런 고퀄이 나온다니 진짜 놀랐습니다  2편 나오면 꼭 보겠습니다        ,True
6580,6580,외계+인 1부,10, 저는 너무 재밌었는데ㅠㅠㅠ평점이 너무 낮아서 슬퍼요…2부야 제발 나와랏        ,True
6581,6581,헤어질 결심,10,  ,True
6582,6582,주(咒),1,"핵노잼. 귀신 1도 안나와서 후유증 전혀없음. 졸려 죽는줄 알았네 수면제가 따로 없음. 공포영화는 귀신 안 나오면 전현 안무서움...공포를 진정 느끼고 싶다면 ""링 일본판"", ""셔터"" 추천해드림        ",False
6583,6583,외계+인 1부,10, 평점 7점 영화는 아님_볼거리도 많고 재미있던데^^;;        ,True
6584,6584,나이트메어 앨리,8,소재도 흥미로웠고 감독 특유의 미장센도 좋았다. 다만 전반부에서 감정선 구축이나 복선 및 개연성 부여를 위해 너무 많은 시간을 쏟는 것이 오히려 좀 루즈한 느낌을 주는 것 같기도 하다.        ,True
6585,6585,외계+인 1부,10,  ,True
6586,6586,외계+인 1부,2,50평생 최악의 영화. 초등3학년 정도면 만족할수도 있겠네요.주제도 없고 줄거리도 없고 맥락도 없고  결말도없고 웃기지도않고 유치찬란하고 시간아깝고 돈만 엄청쳐들인 영화!        ,True
6587,6587,외계+인 1부,2,영화의 세계관이 이해가 가야 관객이 공감하고 스토리에 빠져들 수 있다고 생각합니다 좋은 감독 좋은 배우들이 모여 신선한 시도를 했지만 영화의 핵심인 스토리가 너무 중구난방이에요~ 너무 안타깝네요        ,True
6588,6588,토르: 러브 앤 썬더,7,아쉽다 아쉬워        ,False
6589,6589,미니언즈2,2,이제껏 본 중 미니언즈 나오는 영화중 제일 재미없네요.스트로 연관성도없고웃긴부분도없고..        ,False
6590,6590,외계+인 1부,10, 진짜 평점보단 훨씬잼있어요 ㅎㅎ        ,True
6591,6591,탑건: 매버릭,10, 올해 본 영화 중에 가장 재밌었습니다.재미와 감동 모두 느낄 수 있었어요!        ,False
6592,6592,헤어질 결심,6,기교만 있는 느낌. 길게 느껴졌다        ,True
6593,6593,탑건: 매버릭,10, 4d 강력하게 추천합니다.        ,False
6594,6594,외계+인 1부,10, 낮은평점에 속지말고 꼭 보세요엄청 재밌음!!        ,True
6595,6595,외계+인 1부,1,지구용사벡터맨 2022ver        ,True
6596,6596,마녀(魔女) Part2. The Other One,10, 재밌기만 하구만요 3편 기대 합니다        ,True
6597,6597,외계+인 1부,10, 생각보다 재미있었어요        ,True
6598,6598,외계+인 1부,1,기승전결이 완벽하지 않고 스토리 및 연출이 매우 부자연스럽습니다. 돈아끼세요        ,True
6599,6599,헤어질 결심,9,"중국어의 성조가 이렇게 아름답나.. 같이 보구 온 엄마의 명언이 스친다. 어유야 저런여자면 다 반해버리지~ 연기,영상,음악 뭐하나 안빠지는 영화하지만 온갖곳에 변태미는 늘 빠질수 없는 포인트  집가는 길 촬영지를 검색하게 만드는 당신들은 증말 영상의 천재들        ",True
6600,6600,외계+인 1부,10, 나는 생각보다 재미있게 봤습니다.        ,True
6601,6601,썸머 필름을 타고!,6,줄곧 옅은 미소를 띄게 하지만 이따금씩 흠칫하게 되는 B급 정서. 익숙하다면 즐길 수 있는 고군분투.        ,True
6602,6602,외계+인 1부,10, 독특한 스토리 설정에 액션과 코믹이 적절히 섞인 찐 오락영화. 개인적으로 신선 두 분 팬입니당        ,True
6603,6603,헤어질 결심,8,"보고나서 여운으로 계속 고통?받는 영화. 쉽게 떨칠 수 없는 영화속 주인공들의 눈빛, 감정, 대사. 모든 수사의 실마리가 서로에 대한 관심과 사랑으로 풀려나가고, 예상대로 서로 화합하기 힘든 두 사람의 관계는 은유와 상징이 되어 먹먹하고 씁쓸하게 영원히 남는다.        ",True
6604,6604,외계+인 1부,2,후 ㅅ1ㅂ 유투버들 말 듣고 재밌다해서 보러갔더만 죽이고 싶다... 이거 손해배상청구 못하냐???? 나 불면증 치료하고 나와서 12시간 내리 잤다..        ,True
6605,6605,그레이 맨,10, 감독 : 루소형제 / 주연 : 해리케인시작부터 쉴틈없이 몰아치는 액션어색하지않은 전개생각해보면 평범한스토리의 할리우드 블록버스터 영화마지막으로 이해안되시겠지만 목요일날 보시면 재미는 배가 됩니다.        ,False
6606,6606,범죄도시2,10, 마동석배우 믿보배입니다 솔직히 범죄도시는 마동석배우가 살린거라고생각들정도        ,True
6607,6607,외계+인 1부,10," 기대안하고 봤는데 재밌었어요 진짜....연출,cg도 좋고 무엇보다 스토리가 신선해서 계속 몰입하면서 볼 수 있었던가 같아용 그냥 빨리 2부 보고시픔        ",True
6608,6608,헤어질 결심,10, 우산을 내어주는 정도에서 파도 속에 허우적대다. 마침내.        ,True
6609,6609,소원,7,"대개의 실화바탕 영화들은 사건의 잔혹성에만 치중하여 반인륜적인 가해자의 온상을 담아내는데 급급하며, 이를 비 현실적인 복수를 통해 실제론 이뤄질 수 없는 카타르시스를 선사하는데 그쳤다면, 영화 소원은 내내 피해자 주변의 이야기에 조심스레 다가들며 그들이 받은 상처가 치유되고 회복되는 과정을 담아낸다.        ",True
6610,6610,외계+인 1부,8,처음에는 좀 산만한 느낌이었지만 중반부로 갈수록 괜찮더라구요~        ,True
6611,6611,외계+인 1부,10, 저는 개인적으로 재밌었어요~근데 1부로 나온만큼 스토리는 초반에 이해하기 어려워서 스토리보다 연출이나 연기쪽으로 먼저 집중해서 보면 더 재밌는거같아요!        ,True
6612,6612,탑건: 매버릭,10, 넘 재밌네요~간만에 스트레스 확 날렸네요        ,False
6613,6613,그레이 맨,9,"마블영화가 커리어하이였다는 확신이 점점 강해지긴 하지만, 그래도 평타 이상은 보장해주는 루소형제. 언뜻 제이슨본 시리즈와도 겹쳐보인다. 아주 놀랄만한 장면은 없지만 지루할 틈도 없는, 재밌게 볼 수 있는 영화. 8~9점 사이에서 고민했다.        ",False
6614,6614,외계+인 1부,10, 평보고 기대 안하고 봤는데 너무 재미있게 봤습니다!추천!        ,True
6615,6615,외계+인 1부,10, 평점이 너무 낮아서 원래 안남기는데 남기러 왔습니다. 나름 볼만하고 기존 한국에 없는 장르라 더 신선하고 재밌었어요 배우들 연기도 좋았구요. CG도 티안나서 불편하지않게 봤습니다. 2편 안나올까봐 걱정되네요 다음 편 기대되는데... 전 재밌게봤어요~        ,True
6616,6616,외계+인 1부,10, 전 진짜 재밌게봤습니다 일본 특촬물같고 SF애니 보는거같기도했는데요 그런 류 치고 스토리도 짜임새가좋습니다. 유치하거나 오타쿠같은거 싫어하는 사람들은 혹평하실거같아서 평점이 이해는가네요        ,True
6617,6617,탑건: 매버릭,10, 톰 크루즈는 역시 레전드??정말 멋있다!! 너무 재밌게본 영화!        ,False
6618,6618,그레이 맨,8,액션하나는 린정다 뿌시고 끝에 사운드 딱 꺼지면서 후..  간만에속이후련하면서        ,False
6619,6619,그레이 맨,10, 액션영화는 이렇게 만등어야지        ,False
6620,6620,외계+인 1부,2,"그냥 CG 뽕빨물입니다. 그게 다예요. 스토리고 그냥 생각 할 수 있는 모든 클리셰, 한국 잘흐 다 집어넣고 버무린..?        ",True
6621,6621,외계+인 1부,2,"""지들만 재밌는 영화""        ",True
6622,6622,헤어질 결심,6, ,True
6623,6623,외계+인 1부,8, ,True
6624,6624,탑건: 매버릭,10, 가슴이 벅차는 영화네요! 끝나고 나니 가슴이 뜨거워집니다. 지루한 일상을 살아가다 보면 가슴 벅차는 일이 필요한데 그것을 충전하고 가네요        ,False
6625,6625,식스틴 블럭,10, 브루스 윌리스 나오는 영화는 액션 스토리 다 재밌음 이 영화도 우연히 채널 돌리다 봤는데 긴박감과 스토리가 감동적임 예전에 봤는데 이번에 2번째 봐도 재밌네요        ,False
6626,6626,헤어질 결심,10, 박찬욱감독 전체 작품 중 최고~        ,True
6627,6627,마녀(魔女) Part2. The Other One,6,"관객수가 왜 낮은지 모르겠다. 다소 잔인한 영화이긴 하나, 액션연출, 스토리면에서 굉장히 좋았다. 에이리+언, 천둥의신 츄르를 보고 돈이 아까워 슬프고 쓸쓸했던 마음으로 마녀2를 보아서 그런가, 마음에서 이런말이 나왔다. ""위로해줘서 고마워, 마녀2"". 에이리+언에서 눈과 마음의 병을 얻었다면 , 마녀2를 추천한다. 말그대로 ""통쾌한 치료제""가 될것이라 확신한다.        ",True
6628,6628,외계+인 1부,10, 저는 생각보다 너무 재미있었어요한국영화 산업이 이렇게 발전했는지 영상미 좋았고 연기 구멍없어서 더 좋았구요        ,True
6629,6629,탑건: 매버릭,10, 다크나이트 봤을때랑 비슷한느낌 스토리 연출 음악 연기 진짜 개잘만든영화 진짜 레전드영화 걍 보세요        ,False
6630,6630,탑건: 매버릭,10, 전율이 느껴집니다 세번보세여        ,False
6631,6631,명탐정 코난: 할로윈의 신부,10, 같은 영화 여러 번 보는 거 좋아하지 않는 편인데 일주일 동안 영화관 가서 세 번 보았어요 아마 상영 끝날 때까지 두세 번은 더 볼 것 같아요 근 5년 내에 나왔던 코난 극장판 중 가장 재밌고 감동적인 영화였습니다        ,False
6632,6632,헤어질 결심,4,"길다... 지루하다... 내가 예술을 몰라서 그런가..나한테 영화한편은 휴식시간, 리프레싱의 느낌인데 이 영화는 보는 내내 계속 생각하게 만든다. 보는데 지친드아....        ",True
6633,6633,외계+인 1부,10, 매불쇼에 평론가 세명중 2명이 별로라고해서 고민하다가 남편이랑 봤는데 나름 긴 러닝타임에도 불구 지루한지 모르고 봤어요. 산만하다거나 그런거 못느끼고 오락 영화로서 충분히 재미났고 내년개봉되는 2편도 바로 개봉하면 더 좋을걸싶네요        ,True
6634,6634,그레이 맨,8,"캡틴의 악역도 인상적이었지만, 고슬링 형의 미션임파서블 액션연기에 감탄. 시리즈 기대됨.        ",False
6635,6635,탑건: 매버릭,10, 너무 재밌고 감동적이었습니다        ,False
6636,6636,탑건: 매버릭,10," 2022년 최고의 영화, 이 영화를 표현 할수 있는 단 한마디 ""톰 크루즈""        ",False
6637,6637,탑건: 매버릭,10, 우왕진짜 진짜 진짜 진짜 재밌습니당        ,False
6638,6638,헤어질 결심,10, 이 작품은 최고인듯하다        ,True
6639,6639,외계+인 1부,10, 잼있던데 cg도 괜찮고~볼만하구만~~암튼 잘보고 옴~~^^        ,True
6640,6640,탑건: 매버릭,10, 극장에서 보면 10점 만점으로도 부족한 100점짜리 영화        ,False
6641,6641,탑건: 매버릭,10, 다른 말 필요없다. 그냥 최고다. 1000만 돌파 가자        ,False
6642,6642,외계+인 1부,9,한국에 없던 스타일의 새로운 시리즈 무비를 기대하게 만드는데 더할 나위없는 최동훈감독님표 영화~! 2편 빨리보고 싶어요ㅎ        ,True
6643,6643,외계+인 1부,10, 남들 평가 보고 걱정했는데 내 취향이었음. 재밌오!! 다음편 꼭 나와야하니까 흥행해주새오.        ,True
6644,6644,헤어질 결심,10, 네번째 봤습니다. 이 좋은 영화를 더 많은 사람들이 봤으면 좋겠습니다. 다섯번째 예매를 하려고 합니다.        ,True
6645,6645,디 워,10, 외계+인 극장에서 보고 디워를 재평가하게 돼었다.  그거에 비하면 디워는 수작        ,True
6646,6646,레디 플레이어 원,10, 미래에 관하여 이만큼 잘 서술한 영화가 또 있을까?        ,True
6647,6647,토르: 러브 앤 썬더,7,마블과의 의리로 봤지만 유치했어요        ,False
6648,6648,외계+인 1부,9,"애초에 주제자체가 외계인이여서 유치해보일수 있는데 설정하고 액션, 스토리흐름은 괜찮았고 나름 재밌었음        ",True
6649,6649,탑건: 매버릭,10, 탑건: 매버릭 평점은 좋아        ,False
6650,6650,외계+인 1부,1,이이알ㅇ쳧ㅌㅍㅅㄹ투ㅗㅇㄴㄹ        ,True
6651,6651,외계+인 1부,9,오늘보고  왔는데  네이버  평점이  왜 이렇게  낮은지  이해가  안되네요 이정도면  방학오락 영화로는  잼나게  봤는데 저는 보시라고  추천드리고  싶네요        ,True
6652,6652,명탐정 코난: 할로윈의 신부,8,근래에 나온 극장판중 여러모로 퀄리티도좋고 재밌게봤지만 원래 코난이 유치해서 어느정도는 이해되겠지만 이번의 마지막장면은 꽤나 더 유치해서 살짝 손발이 오그러드는 기분이들었다. 억지로감성짜내는느낌이살짝... 있어서 아쉬운부분이있지만 코난팬이라면 어느정도 수용하고 볼 수 있을정도        ,False
6653,6653,탑건: 매버릭,10, 해가 갈수록 정점이 더 높아지는        ,False
6654,6654,토르: 러브 앤 썬더,10," 토르의 재출발, 분기점. 눈물이 줄줄줄.마이티토르의 자기 희생, 히어로의 본모습. 열광의 박수.아스가르드 꿈나무들의 모습도 앞으로 기대한다.        ",False
6655,6655,탑건: 매버릭,10, 너무 재미있게 보았습니다        ,False
6656,6656,탑건: 매버릭,10," cgv4dx 다시 올려주세요부탁드립니다일반관, 스크린x로는 봤지만 4dx로 못본게 한 이네요        ",False
6657,6657,외계+인 1부,10,  ,True
6658,6658,외계+인 1부,9,2점대 평점을 보고가니 너무 재미있었음        ,True
6659,6659,군다,7,"우리는 축산 코너에 마치 공산품처럼 말끔하게 전시된 살점을 골라 살 게 아니라 (도살 현장을 목도할 게 아니라면)최소한 동물의 눈을 마주 봐야 한다. 나는 동물원에 소, 돼지 등의 가축도 있어야 한다고 항상 주장하는데, 예전과 달리 사람들이 가축과 함께 살지 않아 직접 볼 기회가 드물 뿐더러, 맛있다며 구워 먹는 생명의 눈을 쳐다봄으로써 (죄책감을 가지라는 것이 아니라)우리가 먹는 것이 무엇인지는 알아야 한다고 믿기 때문이다. 저들도 숨을 쉬는 생명이며 우리를 본다고.이 다큐는 그런 의미에서 중요한 가치를 가진다. 돼지와 소, 닭의 눈을 인내심을 가지고 길게 촬영한 부분은 엔딩 만큼이나 의미가 깊다. <도미니언(2018)>, <우리의 일용할 양식(2005)>이 도살 장면을 건조하게 촬영해 인류의 잔인성을 목도하게 한다면, 이 다큐는 보다 동물의 삶 자체를 조용히 보여줌으로써 인간에게 생각할 거리를 던져준다. 채식주의자 호아킨 피닉스가 이 다큐를 추천한 이유는 명확하다.        ",True
6660,6660,습도 다소 높음,10, 재밌어요 댓글 잘 안남기는데 이런? 영화에 빠지게 되는 계기가 될거같아요  굿        ,True
6661,6661,외계+인 1부,8,재미있어요 ^^Cg도 멋지네요        ,True
6662,6662,탑건: 매버릭,10, 볼때 마다 소름 돋고 감동적인 영화        ,False
6663,6663,외계+인 1부,10, 생각보다 평이 낮아서 이상한데 팝콘 무비로 아주 좋았어요. 기대 안하고 봤는데 와~ 한국에도 이런 영화가! 아주 좋았습니다!        ,True
6664,6664,외계+인 1부,10, 평점이 왜 낮은지 정말 이해가 안되네요. 소재 신선하고 배우들 연기며 영상미 모두 훌륭합니다. 2편을 2023년까지 기다려야한다니 안타깝네요. 줄거리 까먹기 전에 얼른 개봉하기를요.        ,True
6665,6665,마녀(魔女) Part2. The Other One,10, 2+? (?; # (@)        ,True
6666,6666,외계+인 1부,10, 1부는 우빈배우님 매력이 뿜뿜했음!!2부에서 준열&태리님 활약이 더해질듯~        ,True
6667,6667,헤어질 결심,10,  ,True
6668,6668,외계+인 1부,10," 기대안하고 봤는데 진짜 너무 재밌게 봤고, 간간히 웃음포인트가있어 너무 잘 봤어요 가족끼리 봤는데 한국에서 만든 sf영화치고 너무 잘만든거같다고 다같이 얘기했어요! 재미없다는 분들 열심히 작품하신분들 김빠지게 왜 굳이 재미없다고 남기시는지;; 재미없으면 없는거죠 고생한분들 힘빠지는 소리 하지맙시다        ",True
6669,6669,명탐정 코난: 할로윈의 신부,10, 이번에 진짜 존나 재밌어요        ,False
6670,6670,외계+인 1부,2,이 배우들 가지고 왜그러셨어요…        ,True
6671,6671,탑건: 매버릭,10, 올해 본 영화는 최고였음..올해본 영화  대부분 전작보다 못했는데 탑건은 전작이상의 재미있었음..다른 개봉작들  명성만 믿고 봤다가 실망했는데  탑건은 정말 재미있었음..  꼭  보세요..        ,False
6672,6672,외계+인 1부,10, 짱 잼써요ㅛㅛㅛ마지막에 반전!굿2부 나오면 보고싶어요!김우빈 김태리 류준열 사랑해ㅐㅑ        ,True
6673,6673,인터셉터,1,7광구와 호각을 다툴만한 영화        ,True
6674,6674,외계+인 1부,10, 생각보다 너무 잼있어서 놀랬어요 !! 격투씬도 많고 씨지도 너무 좋아서 이질감 없이 진짜 유쾌하게 잘 봤어요!! 완전 짱짱!!! 내년이 기다려져요!!        ,True
6675,6675,외계+인 1부,10,  ,True
